asset_id,title,publisher,evidence_grade,download_status,canonical_url,missing_reason,next_action,license_name,license_url
WEB-0063,财新报道，2019,finance.caixin.com,C,METADATA_ONLY_LICENSE,https://finance.caixin.com/2019-06-25/101431232.html,,保留元数据和原链接，不抓取或再分发正文。,新闻/媒体版权，默认仅保存元数据,
WEB-0064,世界黄金协会，2026-01,finance.eastmoney.com,D,METADATA_ONLY_LICENSE,https://finance.eastmoney.com/a/202601293635229941.html,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0065,世界黄金协会，2026-01,finance.eastmoney.com,D,METADATA_ONLY_LICENSE,https://finance.eastmoney.com/a/202601293635238166.html,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0066,证券时报·数据宝,finance.sina.cn,C,METADATA_ONLY_LICENSE,https://finance.sina.cn/2019-11-01/detail-iicezuev6448497.d.html,,保留元数据和原链接，不抓取或再分发正文。,新闻/媒体版权，默认仅保存元数据,
WEB-0067,"3. 新浪财经（2022）：""对1970年代滞涨期的回顾和对比""（美元指数 1971 年 120.4→1980 年 84.7），",finance.sina.cn,C,METADATA_ONLY_LICENSE,https://finance.sina.cn/futuremarket/qsyw/2022-07-06/detail-imizirav2178461.d.html,,保留元数据和原链接，不抓取或再分发正文。,新闻/媒体版权，默认仅保存元数据,
WEB-0068,新浪财经引外汇局，2026-01,finance.sina.cn,C,METADATA_ONLY_LICENSE,https://finance.sina.cn/stock/ggyj/2026-01-21/detail-inhiaktt8097986.d.html?vt=4,,保留元数据和原链接，不抓取或再分发正文。,新闻/媒体版权，默认仅保存元数据,
WEB-0069,粤开证券李奇霖，2019,finance.sina.cn,C,METADATA_ONLY_LICENSE,https://finance.sina.cn/zl/2019-04-03/zl-ihvhiewr2875426.d.html,,保留元数据和原链接，不抓取或再分发正文。,新闻/媒体版权，默认仅保存元数据,
WEB-0070,人民银行，2018,finance.sina.com.cn,C,METADATA_ONLY_LICENSE,https://finance.sina.com.cn/money/nmetal/roll/2018-12-14/doc-ihmutuec9237941.shtml,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0071,1. 标普 500 历史数据（2020 峰值/谷底/全年）：Yahoo Finance/Refinitiv 历史行情,finance.yahoo.com,D,METADATA_ONLY_LICENSE,https://finance.yahoo.com/quote/%5EGSPC/history,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0072,6. Financial Gravity（引标普500 2007年10月—2009年3月回撤56.8%数据），2024年，,financialgravityfamilyofficeservices.com,D,METADATA_ONLY_LICENSE,https://financialgravityfamilyofficeservices.com/walters/newsletter/cautionary-tale,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0074,Federal Reserve Bank of St. Louis 来源资料（WEB-0074）,Federal Reserve Bank of St. Louis,D,METADATA_ONLY_LICENSE,https://fred.stlouisfed.org/,,保留元数据和原链接，不抓取或再分发正文。,限制抓取或再分发,https://fred.stlouisfed.org/legal/
WEB-0075,FRED法律条款,Federal Reserve Bank of St. Louis,D,METADATA_ONLY_LICENSE,https://fred.stlouisfed.org/legal,,保留元数据和原链接，不抓取或再分发正文。,限制抓取或再分发,https://fred.stlouisfed.org/legal/
WEB-0076,1. 埃镑汇率数据（15.7 → 48–50）：美联储圣路易斯分部（FRED）EGP/USD,Federal Reserve Bank of St. Louis,D,METADATA_ONLY_LICENSE,https://fred.stlouisfed.org/series/AEXEGUS,,保留元数据和原链接，不抓取或再分发正文。,限制抓取或再分发,https://fred.stlouisfed.org/legal/
WEB-0077,1. 里亚尔汇率数据（2011–2025）：IMF IFS / Bonbast（伊朗黑市汇率跟踪）/美联储 FRED（IRR/USD）,Federal Reserve Bank of St. Louis,D,METADATA_ONLY_LICENSE,https://fred.stlouisfed.org/series/AEXIRUS,,保留元数据和原链接，不抓取或再分发正文。,限制抓取或再分发,https://fred.stlouisfed.org/legal/
WEB-0078,"1. 奈拉汇率数据（N461 → N1,535）：美联储圣路易斯分部（FRED）NGN/USD",Federal Reserve Bank of St. Louis,D,METADATA_ONLY_LICENSE,https://fred.stlouisfed.org/series/AEXNUS,,保留元数据和原链接，不抓取或再分发正文。,限制抓取或再分发,https://fred.stlouisfed.org/legal/
WEB-0079,"Adjusted Spread,",Federal Reserve Bank of St. Louis,D,METADATA_ONLY_LICENSE,https://fred.stlouisfed.org/series/BAMLH0A0HYM2,,保留元数据和原链接，不抓取或再分发正文。,限制抓取或再分发,https://fred.stlouisfed.org/legal/
WEB-0080,1. 卢布 2014 年汇率（33 → 68，-72%）：美联储圣路易斯分部（FRED）RUB/USD,Federal Reserve Bank of St. Louis,D,METADATA_ONLY_LICENSE,https://fred.stlouisfed.org/series/CCUSMA02RUM618N,,保留元数据和原链接，不抓取或再分发正文。,限制抓取或再分发,https://fred.stlouisfed.org/legal/
WEB-0081,2. 美联储圣路易斯分部（FRED）比索/美元汇率数据,Federal Reserve Bank of St. Louis,D,METADATA_ONLY_LICENSE,https://fred.stlouisfed.org/series/DEXMXUS,,保留元数据和原链接，不抓取或再分发正文。,限制抓取或再分发,https://fred.stlouisfed.org/legal/
WEB-0082,2. 美联储圣路易斯分部（FRED）阿根廷比索/美元汇率,Federal Reserve Bank of St. Louis,D,METADATA_ONLY_LICENSE,https://fred.stlouisfed.org/series/DEXRARL,,保留元数据和原链接，不抓取或再分发正文。,限制抓取或再分发,https://fred.stlouisfed.org/legal/
WEB-0083,1. 土耳其里拉汇率数据（2018–2025）：美联储圣路易斯分部（FRED）TRY/USD,Federal Reserve Bank of St. Louis,D,METADATA_ONLY_LICENSE,https://fred.stlouisfed.org/series/DEXTAUS,,保留元数据和原链接，不抓取或再分发正文。,限制抓取或再分发,https://fred.stlouisfed.org/legal/
WEB-0084,5. 联邦基金利率（沃尔克 20% 峰值，1981-06）：美联储圣路易斯分部,Federal Reserve Bank of St. Louis,D,METADATA_ONLY_LICENSE,https://fred.stlouisfed.org/series/DFF,,保留元数据和原链接，不抓取或再分发正文。,限制抓取或再分发,https://fred.stlouisfed.org/legal/
WEB-0085,5. 以色列谢克尔汇率：FRED ILS/USD,Federal Reserve Bank of St. Louis,D,METADATA_ONLY_LICENSE,https://fred.stlouisfed.org/series/EXILUS,,保留元数据和原链接，不抓取或再分发正文。,限制抓取或再分发,https://fred.stlouisfed.org/legal/
WEB-0086,3. 希腊 10 年期国债收益率历史,Federal Reserve Bank of St. Louis,D,METADATA_ONLY_LICENSE,https://fred.stlouisfed.org/series/IRLTLT01GRM156N,,保留元数据和原链接，不抓取或再分发正文。,限制抓取或再分发,https://fred.stlouisfed.org/legal/
WEB-0087,Federal Reserve Bank of St. Louis 来源资料（WEB-0087）,Federal Reserve Bank of St. Louis,D,METADATA_ONLY_LICENSE,https://fred.stlouisfed.org/series/NFCI,,保留元数据和原链接，不抓取或再分发正文。,限制抓取或再分发,https://fred.stlouisfed.org/legal/
WEB-0088,2. 美联储圣路易斯分部（FRED）卢布/美元汇率,Federal Reserve Bank of St. Louis,D,METADATA_ONLY_LICENSE,https://fred.stlouisfed.org/series/RBIBIS,,保留元数据和原链接，不抓取或再分发正文。,限制抓取或再分发,https://fred.stlouisfed.org/legal/
WEB-0089,Federal Reserve Bank of St. Louis 来源资料（WEB-0089）,Federal Reserve Bank of St. Louis,D,METADATA_ONLY_LICENSE,https://fred.stlouisfed.org/series/SAHMREALTIME,,保留元数据和原链接，不抓取或再分发正文。,限制抓取或再分发,https://fred.stlouisfed.org/legal/
WEB-0090,"13 Federal Reserve Bank of St. Louis, FRED economic data,",fred.stlouisfed,D,METADATA_ONLY_LICENSE,https://fred.stlouisfed/,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0091,WGC 报告，2023,fund.eastmoney.com,D,METADATA_ONLY_LICENSE,https://fund.eastmoney.com/a/202303312678415644.html,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0092,"文本词典,THUOCL财经词表,论文参考文献32所列清华财经类词汇词库,更新于2016-12-24,3830词条,THUNLP/Heywhale,",github.com,D,PAYWALL_OR_AUTH,https://github.com/thunlp/THUOCL,AUTH_OR_BOT_CHALLENGE,,政府/国际组织公开资料，按原站署名与条款使用,
WEB-0093,5. Tether XAUt（黄金计价稳定币，约 7.66 吨实物支持）：Tether 官方产品页面,gold.tether.to,D,METADATA_ONLY_LICENSE,https://gold.tether.to/,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0094,"5. GoldSilver.com（引 LBMA 与 Macrotrends 数据）：""The 1971 Nixon Shock""（金价 35→850 美元、+2,300%），",goldsilver.com,D,METADATA_ONLY_LICENSE,https://goldsilver.com/learn/how-money-works/the-1971-nixon-shock,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0095,"2. GoldSilver.com（引用 Macrotrends 百年金价图、LBMA 历史数据、World Gold Council），""Gold Price Cycles: What History's Patterns Tell Us""（2026），",goldsilver.com,D,METADATA_ONLY_LICENSE,https://goldsilver.com/learn/investing-in-gold/gold-price-cycles-market-trends,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0096,"hm.src = """,hm.baidu.com,D,METADATA_ONLY_LICENSE,https://hm.baidu.com/hm.js?62fa33f77aa3ca59592c24364d3c42eb=,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0097,"hm.src = """,hm.baidu.com,D,METADATA_ONLY_LICENSE,https://hm.baidu.com/hm.js?9165e30c92968eb1baa5e3eb5f34dc60=,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0100,4. 美国 10 年期国债收益率：美国财政部利率历史,U.S. Department of the Treasury,A,FETCH_FAILED,https://home.treasury.gov/resource-center/data-chart-center/interest-rates,HTTP_503,原链接不可用或不适合自动归档；使用已验证替代资产 WEB-0101。,政府/国际组织公开资料，按原站署名与条款使用,
WEB-0102,6. HowMuch.net（2020）：百年金银价格比图，1933 年金银比 132.4 的极值记录。,howmuch.net,D,METADATA_ONLY_LICENSE,https://howmuch.net/articles/gold-silver-ratio-timeline,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0104,"1. 日经指数历史数据（峰值 38,957 点、谷底 7,607 点）：日经平均指数官方历史数据，<",indexes.nikkei.co.jp,D,METADATA_ONLY_LICENSE,https://indexes.nikkei.co.jp/nkave/historical/en/nikkei_stock_average_daily_en.html,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0105,彭博社转引，2020,international.sindonews.com,D,METADATA_ONLY_LICENSE,https://international.sindonews.com/read/88912/41/akui-guaido-presiden-venezuela-bank-inggris-tolak-maduro-tarik-emas-rp143-t-1593709649,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0106,1. International Banker（2021）：《The Dotcom Bubble Burst (2000)》——纳斯达克跌幅与 5 万亿美元市值蒸发数据。,internationalbanker.com,D,METADATA_ONLY_LICENSE,https://internationalbanker.com/history-of-financial-crises/the-dotcom-bubble-burst-2000,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0107,"1. Palantir 2021Q2 财报与致股东信（购入 5,070 万美元金条、对冲黑天鹅表述）",investors.palantir.com,D,METADATA_ONLY_LICENSE,https://investors.palantir.com/,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0110,7. KSE（基辅经济学院）《Direct losses of Russian assets and companies》2025,kse.ua,D,METADATA_ONLY_LICENSE,https://kse.ua/,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0111,财联社，2025-01,m.cls.cn,C,METADATA_ONLY_LICENSE,https://m.cls.cn/detail/1913267,,保留元数据和原链接，不抓取或再分发正文。,新闻/媒体版权，默认仅保存元数据,
WEB-0112,财联社，2025-10,m.cls.cn,C,METADATA_ONLY_LICENSE,https://m.cls.cn/detail/2176533,,保留元数据和原链接，不抓取或再分发正文。,新闻/媒体版权，默认仅保存元数据,
WEB-0113,搜狐财经，2026-05,m.sohu.com,D,METADATA_ONLY_LICENSE,https://m.sohu.com/a/1026660896_465408,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0114,"3. Federal Reserve History / maseconomics 综述——印尼盾贬值约 80%、韩元约 50%、IMF 超 1,100 亿美元救助、雅加达指数跌 81%：",maseconomics.com,D,METADATA_ONLY_LICENSE,https://maseconomics.com/1997-asian-financial-crisis-explained-how-contagion-spread-across-borders,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0116,4. MetalCharts / National Mining Association 历史金价数据：1987年LBMA均价447美元、年涨约21.5%。,metalcharts.org,D,METADATA_ONLY_LICENSE,https://metalcharts.org/gold-price-history,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0117,"4. Mises Institute, ""Understanding Money Mechanics""（货币供应膨胀70亿倍等数据），2024。",mises.org,D,METADATA_ONLY_LICENSE,https://mises.org/understanding-money-mechanics/monetary-inflation-and-price-inflation,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0118,modelwhale.com 来源资料（WEB-0118）,modelwhale.com,D,METADATA_ONLY_LICENSE,https://modelwhale.com/client,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0119,中国黄金公告，2026,money.finance.sina.com.cn,C,METADATA_ONLY_LICENSE,https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?stockid=600916&id=12268449,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0120,mp.weixin.qq.com 来源资料（WEB-0120）,mp.weixin.qq.com,D,METADATA_ONLY_LICENSE,https://mp.weixin.qq.com/mp/appmsgalbum?__biz=Mzk0OTM0NDY2NQ%3D%3D&action=getalbum&album_id=2973375948618498052&scene=126,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
WEB-0121,mw-ds-ng-parsed-meta-1254542291.cos.ap-nanjing.myqcloud.com 来源资料（WEB-0121）,mw-ds-ng-parsed-meta-1254542291.cos.ap-nanjing.myqcloud.com,D,METADATA_ONLY_LICENSE,https://mw-ds-ng-parsed-meta-1254542291.cos.ap-nanjing.myqcloud.com/$,,保留元数据和原链接，不抓取或再分发正文。,许可未明确，默认仅保存元数据,
