asset_id,archive_run_id_v10,old_download_status,title,publisher,category,evidence_grade,redistribution_scope,content_type,required_fields,data_usage,preferred_endpoint,request_parameters,extraction_method,raw_local_path,extracted_local_path,target_table,smartbi_page,acceptance_rule,replacement_source,acquisition_state,content_state,extraction_state,formal_use_state,failure_reason,owner,next_action,final_status,reviewed_at
LCL-0156,20260816_research_archive_v1,ALREADY_LOCAL_VERIFIED,heywhale_dataset_page.html,项目已有资料,10_数据集原件与说明,内部,private_only,EMPTY_SHELL,case_evidence: 案例ID、事件簇、命题角色、关键事实、来源等级、页码、复核状态,保存既有原始数据、代理数据、质量检查、字段说明和复现记录。,,公开GET；具体API查询参数在正式source_registry冻结；禁止认证信息落盘。,HTML表格: cheerio；正文: Readability+Markdown；动态页: 公开API/人工任务卡,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/metadata/heywhale_dataset_page.html,,case_evidence,DB05 决策、约束与证据中心,取得状态、内容可用性、提取状态和正式用途四态齐全；不得单独支撑核心结论。,,ACQUIRED,EMPTY_SHELL,FAILED,EXCLUDED,EMPTY_SHELL,B,补充权威替代来源；无法取得时删除相应字段和结论承诺。,ACQUIRED|EMPTY_SHELL|FAILED|EXCLUDED,2026-08-16T09:22:23.189Z
LCL-0162,20260816_research_archive_v1,EXCLUDED_SECRET,weebly_cookies.txt,项目已有资料,10_数据集原件与说明,内部,metadata_only,NOT_ACQUIRED,case_evidence: 案例ID、事件簇、命题角色、关键事实、来源等级、页码、复核状态,保存既有原始数据、代理数据、质量检查、字段说明和复现记录。,,公开GET；具体API查询参数在正式source_registry冻结；禁止认证信息落盘。,按MIME与用途读取,,,case_evidence,DB05 决策、约束与证据中心,取得状态、内容可用性、提取状态和正式用途四态齐全；不得单独支撑核心结论。,,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,Cookie、认证痕迹或Office锁文件不属于研究资料，禁止封装。,B,仅保留元数据；正式分析改用许可允许的权威替代源。,NOT_APPLICABLE|NOT_ACQUIRED|FAILED|EXCLUDED,2026-08-16T09:22:23.189Z
LCL-0163,20260816_research_archive_v1,EXCLUDED_SECRET,~$论文数据来源与复现清单.xlsx,项目已有资料,10_数据集原件与说明,内部,metadata_only,NOT_ACQUIRED,case_evidence: 案例ID、事件簇、命题角色、关键事实、来源等级、页码、复核状态,保存既有原始数据、代理数据、质量检查、字段说明和复现记录。,,公开GET；具体API查询参数在正式source_registry冻结；禁止认证信息落盘。,表头、工作表、单位、日期、主键和来源字段解析,,,case_evidence,DB05 决策、约束与证据中心,取得状态、内容可用性、提取状态和正式用途四态齐全；不得单独支撑核心结论。,,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,Cookie、认证痕迹或Office锁文件不属于研究资料，禁止封装。,B,仅保留元数据；正式分析改用许可允许的权威替代源。,NOT_APPLICABLE|NOT_ACQUIRED|FAILED|EXCLUDED,2026-08-16T09:22:23.189Z
WEB-0001,20260816_research_archive_v1,METADATA_ONLY_LICENSE,5. 中国建设银行，2013年8月，《2013年上半年黄金市场回顾与预判》——6月20日美联储声明后金价单日跌5%,ccb.com,05_全球周期与历史危机,D,metadata_only,NOT_ACQUIRED,asset_monthly_return: 月份、资产、计价口径、价格、收益、成本、来源版本；case_evidence: 案例ID、事件簇、命题角色、关键事实、来源等级、页码、复核状态；historical_crisis_event: 历史事件、制度环境、政策节点、起止期、可比性、黄金与美元表现；global_cycle_month: 月份、工业生产、失业、CPI、利率、利差、美元、金融条件、市场回撤、周期标签,识别全球经济周期、资产泡沫、信用危机、衰退与历史制度差异。,http://ccb.com/cn/ccbtoday/jhbkhb/20130813_1376363753.html,公开GET；具体API查询参数在正式source_registry冻结；禁止认证信息落盘。,HTML表格: cheerio；正文: Readability+Markdown；动态页: 公开API/人工任务卡,,,asset_monthly_return | case_evidence | historical_crisis_event | global_cycle_month,DB04 多币种—黄金周期实验室 | DB05 决策、约束与证据中心 | DB06 全球周期与历史危机,取得状态、内容可用性、提取状态和正式用途四态齐全；不得单独支撑核心结论。,,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,NOT_ACQUIRED,B,仅保留元数据；正式分析改用许可允许的权威替代源。,NOT_APPLICABLE|NOT_ACQUIRED|FAILED|EXCLUDED,2026-08-16T09:22:23.191Z
WEB-0003,20260816_research_archive_v1,METADATA_ONLY_LICENSE,"4. 人民网财经，2013年4月22日，""黄金暴跌美联储和高盛难逃操纵嫌疑""——4月12日-5.03%、4月15日-9.09%为30年最大单日跌幅",finance.people.com.cn,05_全球周期与历史危机,D,metadata_only,NOT_ACQUIRED,asset_monthly_return: 月份、资产、计价口径、价格、收益、成本、来源版本；case_evidence: 案例ID、事件簇、命题角色、关键事实、来源等级、页码、复核状态；historical_crisis_event: 历史事件、制度环境、政策节点、起止期、可比性、黄金与美元表现；global_cycle_month: 月份、工业生产、失业、CPI、利率、利差、美元、金融条件、市场回撤、周期标签,识别全球经济周期、资产泡沫、信用危机、衰退与历史制度差异。,http://finance.people.com.cn/stock/n/2013/0422/c67815-21224610.html,公开GET；具体API查询参数在正式source_registry冻结；禁止认证信息落盘。,HTML表格: cheerio；正文: Readability+Markdown；动态页: 公开API/人工任务卡,,,asset_monthly_return | case_evidence | historical_crisis_event | global_cycle_month,DB04 多币种—黄金周期实验室 | DB05 决策、约束与证据中心 | DB06 全球周期与历史危机,取得状态、内容可用性、提取状态和正式用途四态齐全；不得单独支撑核心结论。,,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,NOT_ACQUIRED,B,仅保留元数据；正式分析改用许可允许的权威替代源。,NOT_APPLICABLE|NOT_ACQUIRED|FAILED|EXCLUDED,2026-08-16T09:22:23.191Z
WEB-0004,20260816_research_archive_v1,METADATA_ONLY_LICENSE,贷后预警信号清单（120 项）,mp.weixin.qq.com,08_企业案例与公开披露,D,metadata_only,NOT_ACQUIRED,company_overseas_exposure: 企业、财年、海外收入、披露地区、汇兑损益、外币资产负债、套保、现金、授信、页码；country_event: 事件ID、国家、类型、起止月、触发值、证据等级、决策时可知性；asset_monthly_return: 月份、资产、计价口径、价格、收益、成本、来源版本；portfolio_scenario: 情景、周期、权重、成本、流动性、CVaR、回撤、合法可用比例,核验企业海外收入、汇兑损益、冻结、退出和储备配置事实。,http://mp.weixin.qq.com/s?__biz=MzA5MzEwODIxMQ%3D%3D&mid=2247576958&idx=1&sn=05edc03f5edfd6117c09ff9d91fdf54b,公开GET；具体API查询参数在正式source_registry冻结；禁止认证信息落盘。,按MIME与用途读取,,,company_overseas_exposure | country_event | asset_monthly_return | portfolio_scenario,DB03 中国企业海外风险 | DB02 国别与危机下钻 | DB04 多币种—黄金周期实验室 | DB04/DB05 配置与约束,取得状态、内容可用性、提取状态和正式用途四态齐全；不得单独支撑核心结论。,,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,,D,仅保留元数据；正式分析改用许可允许的权威替代源。,NOT_APPLICABLE|NOT_ACQUIRED|FAILED|EXCLUDED,2026-08-16T09:22:23.191Z
WEB-0005,20260816_research_archive_v1,METADATA_ONLY_LICENSE,purl.org 来源资料（WEB-0005）,purl.org,06_黄金美元与储备配置,D,metadata_only,NOT_ACQUIRED,asset_monthly_return: 月份、资产、计价口径、价格、收益、成本、来源版本；portfolio_scenario: 情景、周期、权重、成本、流动性、CVaR、回撤、合法可用比例,比较美元、短债、黄金、人民币资产与套保工具的周期性作用。,http://purl.org/dc/dcmitype,公开GET；具体API查询参数在正式source_registry冻结；禁止认证信息落盘。,按MIME与用途读取,,,asset_monthly_return | portfolio_scenario,DB04 多币种—黄金周期实验室 | DB04/DB05 配置与约束,取得状态、内容可用性、提取状态和正式用途四态齐全；不得单独支撑核心结论。,,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,,B,仅保留元数据；正式分析改用许可允许的权威替代源。,NOT_APPLICABLE|NOT_ACQUIRED|FAILED|EXCLUDED,2026-08-16T09:22:23.191Z
WEB-0006,20260816_research_archive_v1,METADATA_ONLY_LICENSE,purl.org 来源资料（WEB-0006）,purl.org,06_黄金美元与储备配置,D,metadata_only,NOT_ACQUIRED,asset_monthly_return: 月份、资产、计价口径、价格、收益、成本、来源版本；portfolio_scenario: 情景、周期、权重、成本、流动性、CVaR、回撤、合法可用比例,比较美元、短债、黄金、人民币资产与套保工具的周期性作用。,http://purl.org/dc/elements/1.1,公开GET；具体API查询参数在正式source_registry冻结；禁止认证信息落盘。,按MIME与用途读取,,,asset_monthly_return | portfolio_scenario,DB04 多币种—黄金周期实验室 | DB04/DB05 配置与约束,取得状态、内容可用性、提取状态和正式用途四态齐全；不得单独支撑核心结论。,,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,,B,仅保留元数据；正式分析改用许可允许的权威替代源。,NOT_APPLICABLE|NOT_ACQUIRED|FAILED|EXCLUDED,2026-08-16T09:22:23.191Z
WEB-0007,20260816_research_archive_v1,METADATA_ONLY_LICENSE,purl.org 来源资料（WEB-0007）,purl.org,06_黄金美元与储备配置,D,metadata_only,NOT_ACQUIRED,asset_monthly_return: 月份、资产、计价口径、价格、收益、成本、来源版本；portfolio_scenario: 情景、周期、权重、成本、流动性、CVaR、回撤、合法可用比例,比较美元、短债、黄金、人民币资产与套保工具的周期性作用。,http://purl.org/dc/terms,公开GET；具体API查询参数在正式source_registry冻结；禁止认证信息落盘。,按MIME与用途读取,,,asset_monthly_return | portfolio_scenario,DB04 多币种—黄金周期实验室 | DB04/DB05 配置与约束,取得状态、内容可用性、提取状态和正式用途四态齐全；不得单独支撑核心结论。,,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,,B,仅保留元数据；正式分析改用许可允许的权威替代源。,NOT_APPLICABLE|NOT_ACQUIRED|FAILED|EXCLUDED,2026-08-16T09:22:23.191Z
WEB-0008,20260816_research_archive_v1,DOWNLOADED_VERIFIED,中国期货业协会分析框架，2022,www.cfachina.org,08_企业案例与公开披露,D,private_only,DOCUMENT_LOCAL,company_overseas_exposure: 企业、财年、海外收入、披露地区、汇兑损益、外币资产负债、套保、现金、授信、页码；country_event: 事件ID、国家、类型、起止月、触发值、证据等级、决策时可知性；asset_monthly_return: 月份、资产、计价口径、价格、收益、成本、来源版本；portfolio_scenario: 情景、周期、权重、成本、流动性、CVaR、回撤、合法可用比例,核验企业海外收入、汇兑损益、冻结、退出和储备配置事实。,http://www.cfachina.org/servicesupport/analygarden/jrl/fxszh6/202207/P020220713595644967146.pdf,公开GET；具体API查询参数在正式source_registry冻结；禁止认证信息落盘。,pdftotext/OCR候选+页码双人复核,08_企业案例与公开披露/外部原件/WEB-0008_中国期货业协会分析框架，2022/original.pdf,,company_overseas_exposure | country_event | asset_monthly_return | portfolio_scenario,DB03 中国企业海外风险 | DB02 国别与危机下钻 | DB04 多币种—黄金周期实验室 | DB04/DB05 配置与约束,取得状态、内容可用性、提取状态和正式用途四态齐全；不得单独支撑核心结论。,,ACQUIRED,DOCUMENT_LOCAL,NOT_REQUIRED,EXCLUDED,,D,补充权威替代来源；无法取得时删除相应字段和结论承诺。,ACQUIRED|DOCUMENT_LOCAL|NOT_REQUIRED|EXCLUDED,2026-08-16T09:22:23.191Z
WEB-0009,20260816_research_archive_v1,METADATA_ONLY_LICENSE,经济观察网，2021,www.eeo.com.cn,08_企业案例与公开披露,D,metadata_only,NOT_ACQUIRED,company_overseas_exposure: 企业、财年、海外收入、披露地区、汇兑损益、外币资产负债、套保、现金、授信、页码；country_event: 事件ID、国家、类型、起止月、触发值、证据等级、决策时可知性；asset_monthly_return: 月份、资产、计价口径、价格、收益、成本、来源版本；portfolio_scenario: 情景、周期、权重、成本、流动性、CVaR、回撤、合法可用比例,核验企业海外收入、汇兑损益、冻结、退出和储备配置事实。,http://www.eeo.com.cn/2021/0927/506013.shtml,公开GET；具体API查询参数在正式source_registry冻结；禁止认证信息落盘。,按MIME与用途读取,,,company_overseas_exposure | country_event | asset_monthly_return | portfolio_scenario,DB03 中国企业海外风险 | DB02 国别与危机下钻 | DB04 多币种—黄金周期实验室 | DB04/DB05 配置与约束,取得状态、内容可用性、提取状态和正式用途四态齐全；不得单独支撑核心结论。,,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,,D,仅保留元数据；正式分析改用许可允许的权威替代源。,NOT_APPLICABLE|NOT_ACQUIRED|FAILED|EXCLUDED,2026-08-16T09:22:23.191Z
WEB-0010,20260816_research_archive_v1,METADATA_ONLY_LICENSE,《金融研究》论文,www.jryj.org.cn,08_企业案例与公开披露,D,metadata_only,NOT_ACQUIRED,company_overseas_exposure: 企业、财年、海外收入、披露地区、汇兑损益、外币资产负债、套保、现金、授信、页码；country_event: 事件ID、国家、类型、起止月、触发值、证据等级、决策时可知性；asset_monthly_return: 月份、资产、计价口径、价格、收益、成本、来源版本；portfolio_scenario: 情景、周期、权重、成本、流动性、CVaR、回撤、合法可用比例,核验企业海外收入、汇兑损益、冻结、退出和储备配置事实。,http://www.jryj.org.cn/CN/article/downloadArticleFile.do?attachType=PDF&id=1090,公开GET；具体API查询参数在正式source_registry冻结；禁止认证信息落盘。,按MIME与用途读取,,,company_overseas_exposure | country_event | asset_monthly_return | portfolio_scenario,DB03 中国企业海外风险 | DB02 国别与危机下钻 | DB04 多币种—黄金周期实验室 | DB04/DB05 配置与约束,取得状态、内容可用性、提取状态和正式用途四态齐全；不得单独支撑核心结论。,,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,,D,仅保留元数据；正式分析改用许可允许的权威替代源。,NOT_APPLICABLE|NOT_ACQUIRED|FAILED|EXCLUDED,2026-08-16T09:22:23.191Z
WEB-0012,20260816_research_archive_v1,METADATA_ONLY_LICENSE,票据承兑资讯，2022,www.piaofengzixun.com,08_企业案例与公开披露,D,metadata_only,NOT_ACQUIRED,company_overseas_exposure: 企业、财年、海外收入、披露地区、汇兑损益、外币资产负债、套保、现金、授信、页码；country_event: 事件ID、国家、类型、起止月、触发值、证据等级、决策时可知性；asset_monthly_return: 月份、资产、计价口径、价格、收益、成本、来源版本；portfolio_scenario: 情景、周期、权重、成本、流动性、CVaR、回撤、合法可用比例,核验企业海外收入、汇兑损益、冻结、退出和储备配置事实。,http://www.piaofengzixun.com/2022/02/23/hdspyqfromsupplier,公开GET；具体API查询参数在正式source_registry冻结；禁止认证信息落盘。,按MIME与用途读取,,,company_overseas_exposure | country_event | asset_monthly_return | portfolio_scenario,DB03 中国企业海外风险 | DB02 国别与危机下钻 | DB04 多币种—黄金周期实验室 | DB04/DB05 配置与约束,取得状态、内容可用性、提取状态和正式用途四态齐全；不得单独支撑核心结论。,,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,,D,仅保留元数据；正式分析改用许可允许的权威替代源。,NOT_APPLICABLE|NOT_ACQUIRED|FAILED|EXCLUDED,2026-08-16T09:22:23.191Z
WEB-0014,20260816_research_archive_v1,METADATA_ONLY_LICENSE,o4509683932790784.ingest.us.sentry.io 来源资料（WEB-0014）,o4509683932790784.ingest.us.sentry.io,06_黄金美元与储备配置,D,metadata_only,NOT_ACQUIRED,asset_monthly_return: 月份、资产、计价口径、价格、收益、成本、来源版本；portfolio_scenario: 情景、周期、权重、成本、流动性、CVaR、回撤、合法可用比例,比较美元、短债、黄金、人民币资产与套保工具的周期性作用。,https://a2c411febe86730926faad4b2d1c901d@o4509683932790784.ingest.us.sentry.io/4509709887864832,公开GET；具体API查询参数在正式source_registry冻结；禁止认证信息落盘。,按MIME与用途读取,,,asset_monthly_return | portfolio_scenario,DB04 多币种—黄金周期实验室 | DB04/DB05 配置与约束,取得状态、内容可用性、提取状态和正式用途四态齐全；不得单独支撑核心结论。,,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,,B,仅保留元数据；正式分析改用许可允许的权威替代源。,NOT_APPLICABLE|NOT_ACQUIRED|FAILED|EXCLUDED,2026-08-16T09:22:23.191Z
WEB-0015,20260816_research_archive_v1,MANUAL_ACTION_REQUIRED,"解释变量,ACI,Actuaries Climate Index，区域/季节聚合规则未说明,2022-02-01至2025-02-28,图示阶梯,Actuaries Climate Index,",actuariesclimateindex.org,07_会计合规与制裁,D,metadata_only,NOT_ACQUIRED,country_policy_year: ISO3、年份、汇率制度、资本限制、汇出限制、制裁主体、有效期、原文定位,限定会计分类、托管、制裁、外汇管制和合法可用性边界。,https://actuariesclimateindex.org/data,公开GET；具体API查询参数在正式source_registry冻结；禁止认证信息落盘。,按MIME与用途读取,,,country_policy_year,DB02/DB05 政策与约束,取得状态、内容可用性、提取状态和正式用途四态齐全；不得单独支撑核心结论。,,NOT_APPLICABLE,NOT_ACQUIRED,FAILED,EXCLUDED,,A/D,按人工任务卡接受条款或完成机构授权后重新验收。,NOT_APPLICABLE|NOT_ACQUIRED|FAILED|EXCLUDED,2026-08-16T09:22:23.191Z
